text,sentiment
Trevlig personal samt väldigt service inriktade. Lätta och ha att-göra med. Otroligt skönt att slippa tänka på städningen som varit en ständig källa till groll och missämja i familjen. /Martin,positive
Totalt oseriös sprängare som överhuvudtaget inte tar något ansvar och hellre förfalska sprängjournaler än att ta sitt ansvar för uppstådda skador! Vare sig ni själva behöver sprängning eller om era grannar anlitar denna man så rekommenderar vi starkt att ni utför oberoende egna besiktningar samt befinner er på plats under hela sprängningsarbetet.,negative
Stopp I handfat och dusch. Fick snabbt hjälp av proffsig hantverkare som förklarade problemet och som på förfrågan såg till att jag fick rotavdrag.,positive
"Skojare! Hade bilen på reparation och när betalningen skulle ske så hade det utlovade takpriset överskridits med 1000 kr, utan förfrågan om det är ok. En gång är ingen gång tänkte jag, jag ger dom en chans till. Blev lovad ett pris på 600 eller ""max"" 700 för byte av bakre torkarmotor, och tro det eller ej, men slutnotan hamnade på närmare 1600 kr. Och då var torkarmotorn beställd ifrån en bilskrot, och tog en kvart att byta. Och man meddelar inte heller kund om det kan bli dyrare än det utlovade takpriset. Det får man veta när det skall betalas. Men dom är ju i alla fall riktigt trevliga när de blåser en på pengar. Var försiktiga.",negative
Bra och snabbt byte av bromsskivor och belägg. 😀 Mycket nöjd och lär komma tillbaka. 😀,positive
Tycker Petter gav ett ganska svalt mottagande vid visning av lägenhet. Budgivningen var ganska oklar och återigen upplevde vi att självaste kontakten och bemötelsen var relativt tafatt. Han verkade inte så sugen på att sälja lägenheten. När vi skulle flytta in var det svårt att få kontakt med Petter gällande frågor vid inflyttningen,negative
Fantastisk service! Mycket trevligt bemötande. God smak i utbudet. Gillar klassisk stil.  Handlar mycket gärna hos hos KV. ,positive
"Städning äldreboende, dåligt utfört, klagomål",negative
"Linda är en mycket duktig frisör. Hon klippte och färgade mitt hår, och jag blev mycket nöjd. Hon såg direkt vad mitt hår behövde och vad jag passar i. Linda arbetar effektivt och samtidigt  noggrant, och med mjuk och varsam hand. Dessutom berättar hon på ett intressant och pedagogiskt sätt hur hon tänker ta sig fram till resultatet av behandlingen. /Barbro",positive
"Dåliga på att hålla tider. Flera i personalen väldigt otrevliga och oförskämda.  Men de få som är trevliga är VÄLDIGT  trevliga och service minded, kanske de kan ge rötäggen en kurs? Dessutom, det är inte ok att sitta och pladdra på spanska sinsemellan, inte alla kan spanska i Sverige - ingen stil!",negative
"Alltid vänlig, korrekt och professionell. Själva klippningen blir som jag önskar.",positive
jag har inte varit i kontakt med Yessica. All kontakt var med Irma Lidén.,negative
Bohagsflytten utfördes på ett professionellt sätt. Vi har anlitat dom förut och har alltid varit nöjda. Söker ni en bra flyttfirma är det den här ni ska välja 👍,positive
"Åt skaldjursmiddag som köptes på lets deal. Upplägget var fantastiskt, på pappret. I mitt tycke så skall man som företagare ta tillfället att visa upp sina bästa sidor i en promotion för att få gästerna att komma åter, men allt kändes bara väldigt snålt och sparsamt. Trött service, inga asietter till olika rätter, äta soppa med tesked, inga kryddor duka på bord, bröd efter flera rätter och inget smör. Jag med sällskap hade förhoppningar om att få till ett överkomligt pris prova restaurangen, men det blir nog inga fler besök om detta är vad man levererar på. ",negative
"Fönsterputs, 13 kopplade fönster. Mycket bra jobb, trevlig kille som gjorde det, snabbt och effektivt.",positive
"Vi, min fru och jag, har varit på Bay Bistro Grill för att äta middag. Vi fick vänta ganska länge innan någon ville ta upp vår beställning. Maten, vi åt fisk, var torr och inget att komma ihåg. Vi tyckte inte heller om miljön i restaurangen det kändes tungt och mörkt. Vi tyckte inte att våra förväntningar infriades och gick ganska besviken hem!",negative
Göran är en mycket bra mäklare.,positive
"Var inte nöjd med städningen, missade fläckar på köksgolvet och de andra golven var flammiga.",negative
"Har sedan starten fått ett varmt och bra bemötande av personalen och även de andra medlemmarna. Det känns som att alla vill skapa en familjär stämning på klubben. Jag har köpt ett halvårskort som går ut i september och kommer då att förlänga. Förbättringar som kan göras är dock att inga handfat inne hos tjejernas omklädningsrum fungerar. De verkar även vara lite för populära för den lilla lokalen, så ibland går det knappt att röra sig under passen när det är för många på plats.",positive
Vid anmälan sa jag att det inte var akut utan ville ha en bedömning av vad för slagsmål stopp det kunde vara. Frågade också om kostnaden och fick lite siffror så typ 3.500 kunde jag tänkta från det jag fick till mig. Påtalade också att det stod vätö i annonsen så ingen sa att det var någon extra kostnad dit. Personen som kom presenterade sig knappt och körde en vattenslang i röret med tryck och förmedlade att det troligt var ett trasigt rör och att det krävdes grävning där. Vi hade själva kört en slang ännu längre innan vi fick stopp vilket vi försökte förmedla men inget gehör. Personen var där knappt en kvart och sa sen att det inte var mer att göra. Vi blev 6.600 kronor fattigare och inget blev löst. Hälften var restid. Hoppas detta inte är praxis att göra så här. En mycket missnöjd kund.,negative
Extremt bra framförhållning och absolut inga lurenderier.,positive
"Hej, Precis som en del andra vittnat om så har jag också blivit drabbad av en aggressiv säljare. Tyvärr förstod jag inte avtalsformen tillräckligt bra och sitter med ett årsavtal som inte går att göra annat än att vänta ut. Självklart skulle jag varit mer uppmärksam på vad som avtalades på telefon, därför vill jag varna andra så att de slipper samma problem. Läser med trötthet svaren från Tryggsam som handlar om att vända sig direkt till dem för att få hjälp. Jag har mailat ett 10-tal gånger, personalen svarar alltid trevligt och korrekt, men har noll intresse att hjälpa till. Det är min erfarenhet, det finns säkert andra. ",negative
"Erik lyssnade till alla våra synpunkter och förslag i samband med vår lägenhetsförsäljning.  Han kom med mycket förnuftiga förslag. Har aldrig träffat en bättre mäklare. Ger honom de absolut bästa vitsord. Synd bara att han jobbar här nere i Skåne.  Är i stånd att sälja villan i Veberöd och flytta in till en lägenhet i Lund. Han skulle gärna få sälja  vårt hus. Tvekar inte en sekund angående detta. Stort tack Erik för ett mycket gott samarbete. Är det så att du kan sälja vår villa, tveka inte att höra av dig. Uppdraget är ditt. Mvh Björn Malrė Sjöbovägen 67 247 62 Veberöd",positive
Artikeln va trasig när den ankom,negative
Nu är vår villa såld. Jag kan starkt rekommendera Tobias Sandseth som mäklare. Trevlig och professionell hela vägen. Bra detaljkänsla och duktig säljare.,positive
Ett av företagen i Ditec stal parkeringsmynten i bilen. Kryddade fakturan. Ingen ursäkt. Ditec AB bemödar sig inte ens att svara på mina mail och kritiken mot deras anslutna företag.,negative
Bra och vänlig persoonal...........................,positive
Förvärv utav 020 småhus. Mycket trevlig men har genom processen gett ett förvirrat intryck och uppgett felaktiga uppgifter om fastigheten och hur den tidigare används. Vi kommer inte i framtiden använda oss utav mäklaren.,negative
Bra prisvärda bilar! Bra bemötande och bra service,positive
"Är inte nöjd, dåligt gjort fick påpeka flertal ställen på bilen som inte var bra gjort, höll inte tiden som var sagd",negative
Fina produkter som är svåra att få tag på. Snabb leverans och tillgängligt företag!,positive
Dem bara lurar folk och dem är väldigt bra på det. Riktiga idioter som jobbar där.,negative
"Jag tycker de är duktiga och skickliga. De har putsat fönster och städat, jag har blivit mycket nöjd!",positive
Killarna som kom klippt två grenar och tyckte sedan att det räckte. Dom sa att för den pengen jag betalt kunde jag inte förvänta mej mer. Överenskommelsen var att mitt träd skulle klippas i samband med andra arbeten i vår förening och då borde man väl hinna mer på 1 h (tror det är vad jag betalt för). Efter diverse diskussioner tog dom några kvistar till men inte en normal vårbeskärning enligt min uppfattning. Mucket besviken.,negative
Vänligt bemötande och mycket god mat!,positive
"Köpt ett enplans hus, mitt första hus. Hon var Oengagerad, snurrig och allmänt otydlig. Kommer inte rekommendera henne. ",negative
Överlag bra. Alltid snabb respons och lätta att komma i kontakt med. Ett minus var att de inte märkte några kartonger när de packade ner allting så det blev ganska rörigt att packa upp.,positive
"Jag köpte köksluckor, garderobsdörrar och stommar från pickyliving. Första delen med planering av beställning gick mycket bra. Därefter har vi varit mycket missböjda med kundbemötandet/servicen och även passformen på en del luckor. Vår leverans var väldigt försenad och när den väl kom (utan förbokning av leverans) fattades en hel del luckor och en var skadad. Jag fick veta att detta var pga materialet i fabriken tagit slut och att de skulle återkomma men ny leveransinfo. Jag fick väldigt dålig återkoppling och information kring ny leverans samt att flera mail som jag skickade blev obesvarade. Detta är väldigt frustrerande när man står med bokade hantverkare och inte får det material som behövs för att de ska slutföra sitt arbete. När köket väl var uppe så upptäckte vi att en del luckor hade en ganska dålig passform och att stommarna syntes igenom samt att luckor var skadade. Även detta mailade jag vid föera tillfälle men ingen ville besvara mina mail. När man ringer till kundtjänsten är det inte ofta men kommer fram tyvärr så mycket sker via mail eller så blir man lovad att bli uppringd av en kollega som är ansvarig, vilket heller aldrig sker. Slutligen så får vi i alla fall en ny lucka som ska ersätta den skadade. Några veckor senare kommer en faktura på denna luckan. Återigen söker jag kontakt med kundtjänst i 3 dagar och blir lovat att bli uppringd men blir aldrig detta. Jag är, som ni förstår, mycket missnöjd med servicen och kundbemötandet på pickyliving. Det positiva är dock att vi trots allt detta slutligen fick ett fint kök.",negative
"Allt fungerade perfekt! Jättenöjd! Reste till Antalaya via Istanbul med Turkish Airlines. Transfer därifrån till Alanya, långt, men inte alltför många stopp på vägen. Hotellet ok, men definitivt inte fem stjärnigt!! Transfern tillbaka från hotellet till flygplatsen gick också bra. Blev hämtad i tid.",positive
"Hej jag beställde ett pijhondrev ett fram drev o ett backdrev . Tyvär så va backdrevet ett framdrev , de passade inte. Även om ja knacka ut mässingsringen ur mittenhålet , ja kommer skicka tillbaka den o hoppas att ja får rätt drev",negative
Jag har alltid fått snabbt och prefessionellt bemötande av Johnér. Produkterna lever alltid upp till mina förväntningar. Jag beställer bilder för kunds räkning till olika kommunikationsuppdrag. Det kan vara RM och RF bilder. Behöver jag alternativ så känner jag att det finns support att få hos Johnér.,positive
